Data;Ano;Mês;Vendedor;Cliente;Região;Produto;Valor
25/09/2019;2019;set;Paulo;Hugo Catarino;Norte;PowerPoint;R$ 300,00
25/09/2019;2019;set;Marcus;Marianna Coelli;Sul;PowerPoint;R$ 600,00
25/09/2019;2019;set;Alon;Ully Penna;Nordeste;PowerPoint;R$ 300,00
25/09/2019;2019;set;Marcus;Bernardo Aguiar;Nordeste;PowerPoint;R$ 450,00
25/09/2019;2019;set;Paulo;Cláudio Baptista;Norte;PowerPoint;R$ 500,00
25/09/2019;2019;set;Gabriel;Thayli Viana;Sudeste;PowerPoint;R$ 300,00
25/09/2019;2019;set;Marcus;Tomas Renato;Sudeste;PowerPoint;R$ 600,00
26/09/2019;2019;set;Alon;Marcio Cravo;Norte;PowerPoint;R$ 450,00
26/09/2019;2019;set;Marcus;Érico Jiun;Sul;PowerPoint;R$ 300,00
26/09/2019;2019;set;Paulo;Silvio Orind;Centro-Oeste;PowerPoint;R$ 450,00
26/09/2019;2019;set;Marcus;Leila Pedrazza;Centro-Oeste;Python;R$ 450,00
26/09/2019;2019;set;Alon;Thais Menezes;Norte;Python;R$ 450,00
27/09/2019;2019;set;Marcus;Daniele Fontenelle;Sudeste;VBA;R$ 600,00
27/09/2019;2019;set;Diego;Agnes Tiradentes;Norte;Excel;R$ 500,00
27/09/2019;2019;set;Marcus;Pâmella Arslanian;Norte;VBA;R$ 600,00
27/09/2019;2019;set;Alon;Mayara Yumi;Nordeste;Power BI;R$ 300,00
27/09/2019;2019;set;Alon;Sara Macedo;Sudeste;VBA;R$ 600,00
27/09/2019;2019;set;Diego;Giovani Cozendey;Sudeste;PowerPoint;R$ 600,00
27/09/2019;2019;set;Alon;Nickole Russo;Sul;PowerPoint;R$ 500,00
27/09/2019;2019;set;Diego;Isabelle Batista;Sul;PowerPoint;R$ 450,00
28/09/2019;2019;set;Marcus;Thomaz Ricardo;Sudeste;PowerPoint;R$ 600,00
28/09/2019;2019;set;Diego;Nathália Jobim;Sudeste;PowerPoint;R$ 600,00
29/09/2019;2019;set;Gabriel;Simone Salomao;Centro-Oeste;PowerPoint;R$ 450,00
29/09/2019;2019;set;Alon;Helena Carneiro;Norte;PowerPoint;R$ 300,00
29/09/2019;2019;set;Diego;Victória Osman;Sul;PowerPoint;R$ 600,00
30/09/2019;2019;set;Marcus;David Garambone;Sudeste;PowerPoint;R$ 450,00
01/10/2019;2019;out;Diego;Melissa Rubin;Sudeste;PowerPoint;R$ 600,00
01/10/2019;2019;out;Gabriel;Marianne Vinicius;Sudeste;VBA;R$ 600,00
01/10/2019;2019;out;Alon;Gabrielle Almawi;Norte;Power BI;R$ 300,00
01/10/2019;2019;out;Diego;Jefferson Arantes;Nordeste;VBA;R$ 600,00
01/10/2019;2019;out;Paulo;Tayane Batista;Sudeste;Python;R$ 450,00
02/10/2019;2019;out;Marcus;Katherine Scandiuzzi;Sul;Power BI;R$ 300,00
02/10/2019;2019;out;Paulo;Philipe Kohn;Norte;PowerPoint;R$ 600,00
02/10/2019;2019;out;João;César Chaves;Centro-Oeste;PowerPoint;R$ 450,00
03/10/2019;2019;out;João;Gabriel Ferrer;Sudeste;PowerPoint;R$ 600,00
03/10/2019;2019;out;Marcus;Yasmim Arineli;Centro-Oeste;PowerPoint;R$ 450,00
03/10/2019;2019;out;Gabriel;Thaina Fonseca;Centro-Oeste;PowerPoint;R$ 300,00
03/10/2019;2019;out;Diego;Julianna Amaral;Centro-Oeste;PowerPoint;R$ 300,00
04/10/2019;2019;out;Paulo;Saranna Accardo;Centro-Oeste;PowerPoint;R$ 300,00
04/10/2019;2019;out;Marcus;Letícia Brandão;Sudeste;PowerPoint;R$ 500,00
05/10/2019;2019;out;Gabriel;Thamirez Akerman;Centro-Oeste;PowerPoint;R$ 600,00
05/10/2019;2019;out;Alon;Natali Miranda;Norte;Python;R$ 450,00
05/10/2019;2019;out;Gabriel;Tainá Dainara;Sudeste;VBA;R$ 600,00
06/10/2019;2019;out;Gabriel;Maciela Eduardo;Centro-Oeste;Power BI;R$ 300,00
06/10/2019;2019;out;Diego;Thuany Perim;Sudeste;Python;R$ 450,00
06/10/2019;2019;out;Paulo;Sawlo Brasil;Nordeste;Python;R$ 450,00
07/10/2019;2019;out;João;Luca Rubio;Centro-Oeste;Power BI;R$ 300,00
07/10/2019;2019;out;João;Luís Barrionuevo;Centro-Oeste;Power BI;R$ 300,00
07/10/2019;2019;out;João;Nina Suzano;Sul;Python;R$ 450,00
08/10/2019;2019;out;João;Nicholas Côrte-Real;Sudeste;Excel;R$ 500,00
08/10/2019;2019;out;Alon;Raissa Erthal;Centro-Oeste;Power BI;R$ 300,00
08/10/2019;2019;out;Diego;Lívia Rodrigues;Centro-Oeste;Python;R$ 450,00
08/10/2019;2019;out;Gabriel;Gabriela Totti;Sul;VBA;R$ 600,00
09/10/2019;2019;out;Paulo;Hygor Cardoso;Sudeste;Python;R$ 450,00
09/10/2019;2019;out;Alon;Gabryela Aballo;Sul;Power BI;R$ 300,00
09/10/2019;2019;out;Alon;Nicole Pereira;Sudeste;Power BI;R$ 300,00
10/10/2019;2019;out;Diego;Cleberson Varanda;Centro-Oeste;VBA;R$ 600,00
10/10/2019;2019;out;Paulo;Ylana Itapary;Nordeste;Python;R$ 450,00
10/10/2019;2019;out;Paulo;Verônica Alvarenga;Norte;Excel;R$ 500,00
10/10/2019;2019;out;Gabriel;Diogo Yumi;Sul;Python;R$ 450,00
10/10/2019;2019;out;Marcus;Thamirez Anunciação;Sudeste;VBA;R$ 600,00
11/10/2019;2019;out;João;Jéssica Neviani;Norte;PowerPoint;R$ 450,00
11/10/2019;2019;out;João;Isabela Dalforne;Norte;PowerPoint;R$ 300,00
11/10/2019;2019;out;João;Paula Li;Norte;PowerPoint;R$ 450,00
11/10/2019;2019;out;Gabriel;Vito Batista;Sudeste;VBA;R$ 600,00
12/10/2019;2019;out;Gabriel;Alberto Rozenbaum;Sudeste;PowerPoint;R$ 300,00
12/10/2019;2019;out;Paulo;Andreza Bretas;Norte;PowerPoint;R$ 300,00
12/10/2019;2019;out;Marcus;Mauricio Ventura;Centro-Oeste;PowerPoint;R$ 450,00
12/10/2019;2019;out;Paulo;Vito Zambrotti;Sul;VBA;R$ 600,00
14/10/2019;2019;out;Gabriel;Higor Primo;Nordeste;Excel;R$ 500,00
14/10/2019;2019;out;Paulo;Camilla Vilaça;Sul;PowerPoint;R$ 450,00
15/10/2019;2019;out;João;Izadora Kalaf;Norte;PowerPoint;R$ 300,00
15/10/2019;2019;out;Gabriel;Júlia Chousa;Sudeste;VBA;R$ 600,00
15/10/2019;2019;out;Alon;Ives Arouca;Sudeste;VBA;R$ 600,00
15/10/2019;2019;out;Paulo;Jeferson Villar;Nordeste;VBA;R$ 600,00
15/10/2019;2019;out;Diego;Juliane Grion;Nordeste;Excel;R$ 500,00
15/10/2019;2019;out;Marcus;Rhanna Sodré;Norte;Excel;R$ 500,00
15/10/2019;2019;out;Alon;Giovana Accardo;Sudeste;Power BI;R$ 300,00
15/10/2019;2019;out;Gabriel;Taila Paula;Sul;Power BI;R$ 300,00
15/10/2019;2019;out;Paulo;Camille Sara;Sudeste;VBA;R$ 600,00
15/10/2019;2019;out;Gabriel;Nathália Nacif;Sul;Power BI;R$ 300,00
16/10/2019;2019;out;Gabriel;Chan Mosqueira;Norte;Power BI;R$ 300,00
16/10/2019;2019;out;Paulo;Daiana Akerman;Sudeste;VBA;R$ 600,00
16/10/2019;2019;out;Diego;Breno Orind;Nordeste;VBA;R$ 600,00
16/10/2019;2019;out;Marcus;Marisol Pires;Nordeste;VBA;R$ 600,00
16/10/2019;2019;out;Alon;Liz Reis;Norte;Python;R$ 450,00
17/10/2019;2019;out;João;Michel Júnior;Sul;Python;R$ 450,00
17/10/2019;2019;out;Diego;Adrielle Emmerick;Sudeste;Python;R$ 450,00
17/10/2019;2019;out;Gabriel;Karen Alvarez;Sudeste;Excel;R$ 500,00
17/10/2019;2019;out;João;Kassia Eid;Norte;Power BI;R$ 300,00
17/10/2019;2019;out;João;Juann Antonio;Nordeste;Excel;R$ 500,00
17/10/2019;2019;out;Alon;Yuri Villar;Sudeste;VBA;R$ 600,00
18/10/2019;2019;out;Gabriel;Caroline Moreira;Sudeste;Python;R$ 450,00
18/10/2019;2019;out;Gabriel;Ravena Faria;Nordeste;VBA;R$ 600,00
18/10/2019;2019;out;João;Alessandro Caetano;Nordeste;Excel;R$ 500,00
18/10/2019;2019;out;Diego;Aline Gitirana;Centro-Oeste;Python;R$ 450,00
19/10/2019;2019;out;Alon;Gabrielle Henrique;Sul;Python;R$ 450,00
19/10/2019;2019;out;João;Vívian Galera;Norte;Excel;R$ 500,00
19/10/2019;2019;out;Marcus;Ivana Azevedo;Norte;VBA;R$ 600,00
20/10/2019;2019;out;João;Débora Sant'Anna;Centro-Oeste;Power BI;R$ 300,00
20/10/2019;2019;out;Marcus;Deysiane Carreira;Nordeste;Power BI;R$ 300,00
21/10/2019;2019;out;Gabriel;Denilton Accardo;Nordeste;Excel;R$ 500,00
21/10/2019;2019;out;Alon;Camille Kohn;Norte;Power BI;R$ 300,00
21/10/2019;2019;out;Paulo;Barbara Sant'Anna;Nordeste;Excel;R$ 500,00
21/10/2019;2019;out;Paulo;Natali Rozenbaum;Norte;Power BI;R$ 300,00
21/10/2019;2019;out;Diego;Jonathas Bachini;Sudeste;VBA;R$ 600,00
21/10/2019;2019;out;Paulo;Thauan Nemitz;Nordeste;Excel;R$ 500,00
22/10/2019;2019;out;Diego;Sandro Centurione;Nordeste;Python;R$ 450,00
22/10/2019;2019;out;Diego;Domenik Piero;Norte;Power BI;R$ 300,00
22/10/2019;2019;out;Diego;Rafaella Barcelos;Nordeste;Excel;R$ 500,00
22/10/2019;2019;out;Gabriel;Camila Zambrotti;Nordeste;VBA;R$ 600,00
23/10/2019;2019;out;Diego;Giselia Soibelman;Sudeste;Word;R$ 600,00
23/10/2019;2019;out;Paulo;Raul Emmerick;Sudeste;Word;R$ 500,00
23/10/2019;2019;out;Alon;Erik Guilherme;Sul;Power BI;R$ 300,00
23/10/2019;2019;out;Alon;Izabel Labanca;Sudeste;Word;R$ 600,00
23/10/2019;2019;out;Marcus;Yasmim Bensdorp;Norte;Python;R$ 450,00
24/10/2019;2019;out;Alon;Érica Yang;Sul;Python;R$ 450,00
24/10/2019;2019;out;Alon;Artur Coelli;Nordeste;Python;R$ 450,00
25/10/2019;2019;out;Diego;César Paulino;Norte;Python;R$ 450,00
25/10/2019;2019;out;Alon;Cleberson Bello;Nordeste;Word;R$ 500,00
26/10/2019;2019;out;Paulo;Beatriz Falcão;Sul;Python;R$ 450,00
26/10/2019;2019;out;João;Yan Scalercio;Sudeste;Word;R$ 600,00
26/10/2019;2019;out;Gabriel;Mayná Perim;Sudeste;Word;R$ 600,00
26/10/2019;2019;out;Paulo;Andre Coutinho;Sul;Power BI;R$ 300,00
27/10/2019;2019;out;João;Nivea Ivo;Norte;Python;R$ 450,00
27/10/2019;2019;out;João;Jessica Garambone;Norte;Power BI;R$ 300,00
28/10/2019;2019;out;Alon;Thayná Gabriel;Sudeste;Word;R$ 600,00
28/10/2019;2019;out;João;Davi Pinto;Sul;Python;R$ 450,00
28/10/2019;2019;out;Marcus;Amanda Gomes;Centro-Oeste;Power BI;R$ 300,00
28/10/2019;2019;out;Gabriel;Jennifer Caetano;Norte;Python;R$ 450,00
29/10/2019;2019;out;Alon;Joao Rabelo;Norte;Word;R$ 500,00
29/10/2019;2019;out;Alon;Mauricio Cezar;Centro-Oeste;Python;R$ 450,00
29/10/2019;2019;out;Diego;Giulia Soibelman;Nordeste;Power BI;R$ 300,00
29/10/2019;2019;out;Gabriel;Cláudia Paulino;Sudeste;Word;R$ 600,00
30/10/2019;2019;out;Marcus;Átila Amaral;Nordeste;Power BI;R$ 300,00
30/10/2019;2019;out;Diego;Júlio José;Sudeste;Power BI;R$ 300,00
31/10/2019;2019;out;Alon;Loreni Pisani;Sul;Word;R$ 500,00
31/10/2019;2019;out;João;Thárcila Neiva;Sudeste;Word;R$ 600,00
31/10/2019;2019;out;João;Drielly Azevedo;Norte;Power BI;R$ 300,00
31/10/2019;2019;out;Diego;Yan Victor;Nordeste;Word;R$ 600,00
31/10/2019;2019;out;Marcus;Natali Piccinini;Centro-Oeste;Word;R$ 600,00
01/11/2019;2019;nov;Marcus;Victor Maciel;Centro-Oeste;Python;R$ 450,00
01/11/2019;2019;nov;Alon;Thales Blanc;Norte;Word;R$ 600,00
01/11/2019;2019;nov;Gabriel;Alexandra Caldas;Centro-Oeste;Power BI;R$ 300,00
02/11/2019;2019;nov;Marcus;Dayane Tsuyoshi;Sudeste;Word;R$ 500,00
03/11/2019;2019;nov;Paulo;Danielle Villela;Nordeste;Word;R$ 500,00
03/11/2019;2019;nov;Alon;Hugo Leivyson;Nordeste;Word;R$ 500,00
04/11/2019;2019;nov;Alon;Iago Malavolti;Sul;Power BI;R$ 300,00
04/11/2019;2019;nov;Diego;Venan Gitirana;Centro-Oeste;Power BI;R$ 300,00
04/11/2019;2019;nov;João;Nicholas Tostes;Norte;Power BI;R$ 300,00
04/11/2019;2019;nov;Alon;Jéssica Neviani;Nordeste;Excel;R$ 500,00
04/11/2019;2019;nov;Paulo;Walter Lopez;Sudeste;VBA;R$ 600,00
04/11/2019;2019;nov;Paulo;Julio Bogossian;Norte;Power BI;R$ 300,00
05/11/2019;2019;nov;Marcus;Iasmim Monte;Norte;Power BI;R$ 300,00
05/11/2019;2019;nov;Alon;Wen Neves;Sudeste;VBA;R$ 600,00
05/11/2019;2019;nov;Diego;Lais de;Nordeste;Power BI;R$ 300,00
05/11/2019;2019;nov;Alon;Cynthia Bezerra;Sudeste;VBA;R$ 600,00
05/11/2019;2019;nov;Alon;Morgana Centurione;Sudeste;Power BI;R$ 300,00
05/11/2019;2019;nov;Diego;Thaís Zambrotti;Norte;Excel;R$ 500,00
05/11/2019;2019;nov;Marcus;Julio Freixo;Sul;Excel;R$ 500,00
05/11/2019;2019;nov;Diego;Olívia Stellet;Norte;Power BI;R$ 300,00
05/11/2019;2019;nov;Paulo;Cinthia Palhota;Sul;Excel;R$ 500,00
06/11/2019;2019;nov;Diego;Gianluca Helena;Sudeste;VBA;R$ 600,00
06/11/2019;2019;nov;Alon;Taila Baruki;Norte;Excel;R$ 500,00
07/11/2019;2019;nov;Alon;Yuske Kohn;Centro-Oeste;Python;R$ 450,00
07/11/2019;2019;nov;Marcus;Giselia Junqueira;Norte;VBA;R$ 600,00
08/11/2019;2019;nov;Marcus;Giovanna Alana;Norte;Power BI;R$ 300,00
08/11/2019;2019;nov;Gabriel;Karollayne Veríssimo;Norte;Python;R$ 450,00
08/11/2019;2019;nov;João;Marcelle Cardoso;Sul;VBA;R$ 600,00
08/11/2019;2019;nov;Diego;Rodney Trinta;Nordeste;Python;R$ 450,00
08/11/2019;2019;nov;Diego;Renato Zickwolf;Sudeste;Power BI;R$ 300,00
09/11/2019;2019;nov;Alon;Nayne Baptista;Norte;VBA;R$ 600,00
09/11/2019;2019;nov;Alon;Leandro Farias;Sul;Excel;R$ 500,00
09/11/2019;2019;nov;Gabriel;Cynthia Andrade;Sudeste;Excel;R$ 500,00
10/11/2019;2019;nov;Marcus;Débora Barrionuevo;Centro-Oeste;Power BI;R$ 300,00
11/11/2019;2019;nov;Alon;Francyne Bomfim;Norte;Python;R$ 450,00
12/11/2019;2019;nov;Marcus;Ariel Silvestre;Norte;Excel;R$ 500,00
13/11/2019;2019;nov;Marcus;Joao Baltar;Nordeste;Excel;R$ 500,00
14/11/2019;2019;nov;Gabriel;Wagner Mello;Sudeste;Python;R$ 450,00
14/11/2019;2019;nov;Alon;Jose Sone;Norte;Python;R$ 450,00
14/11/2019;2019;nov;Gabriel;Denilton Luísa;Norte;Power BI;R$ 300,00
14/11/2019;2019;nov;Gabriel;Valentina Fontenele;Sul;VBA;R$ 600,00
14/11/2019;2019;nov;Gabriel;Alberto Luiz;Centro-Oeste;Python;R$ 450,00
14/11/2019;2019;nov;Diego;Karoline Gitirana;Centro-Oeste;Power BI;R$ 300,00
14/11/2019;2019;nov;Diego;Arnôr Júnior;Norte;Power BI;R$ 300,00
14/11/2019;2019;nov;Alon;César Carneiro;Centro-Oeste;Python;R$ 450,00
14/11/2019;2019;nov;Diego;Hannah Heleno;Sudeste;VBA;R$ 600,00
15/11/2019;2019;nov;Diego;Nivea Lye;Sudeste;Power BI;R$ 300,00
15/11/2019;2019;nov;João;Sabrina Barroso;Nordeste;Excel;R$ 500,00
15/11/2019;2019;nov;Marcus;Tatiana Praxedes;Nordeste;VBA;R$ 600,00
16/11/2019;2019;nov;Diego;Raissa Fioravante;Centro-Oeste;Power BI;R$ 300,00
16/11/2019;2019;nov;Marcus;Christiane Taylor;Norte;Power BI;R$ 300,00
16/11/2019;2019;nov;Alon;Karollayne Cardoso;Norte;Power BI;R$ 300,00
16/11/2019;2019;nov;Alon;Sarah Guimarães;Nordeste;VBA;R$ 600,00
16/11/2019;2019;nov;Diego;Alana Nuñez;Sudeste;Python;R$ 450,00
17/11/2019;2019;nov;João;Marcella Lopez;Norte;Excel;R$ 500,00
17/11/2019;2019;nov;Marcus;Nina Orind;Sul;Power BI;R$ 300,00
18/11/2019;2019;nov;João;Leonardo Francisca;Sudeste;Excel;R$ 500,00
18/11/2019;2019;nov;Diego;Giselia Rodrigues;Nordeste;Power BI;R$ 300,00
18/11/2019;2019;nov;Gabriel;Yasmin Whitaker;Nordeste;Python;R$ 450,00
18/11/2019;2019;nov;Alon;Bernardo Fasano;Norte;Excel;R$ 500,00
19/11/2019;2019;nov;Paulo;Venan Fontenelle;Norte;VBA;R$ 600,00
19/11/2019;2019;nov;Alon;Isis Priscilla;Sul;Power BI;R$ 300,00
19/11/2019;2019;nov;Paulo;Cesar Alvim;Norte;Excel;R$ 500,00
20/11/2019;2019;nov;Diego;Nathalia Franca;Norte;Python;R$ 450,00
20/11/2019;2019;nov;Marcus;Jéssica Anunciação;Norte;Python;R$ 450,00
20/11/2019;2019;nov;Alon;Marianne Godinho;Sudeste;VBA;R$ 600,00
20/11/2019;2019;nov;Paulo;Danielle Andréa;Sudeste;Python;R$ 450,00
20/11/2019;2019;nov;Gabriel;Artur Fontenelle;Norte;Excel;R$ 500,00
20/11/2019;2019;nov;Alon;Aline Li;Norte;Excel;R$ 500,00
21/11/2019;2019;nov;Alon;Gabryela Monte;Sudeste;VBA;R$ 600,00
21/11/2019;2019;nov;João;Thainá Lopez;Centro-Oeste;Power BI;R$ 300,00
22/11/2019;2019;nov;Marcus;Nicholas Kalaf;Centro-Oeste;Python;R$ 450,00
23/11/2019;2019;nov;Marcus;Cláudia Jalles;Nordeste;Excel;R$ 500,00
23/11/2019;2019;nov;Alon;Beatriz Tkotz;Nordeste;Excel;R$ 500,00
23/11/2019;2019;nov;Alon;Lorena Carrera;Sul;Excel;R$ 500,00
23/11/2019;2019;nov;Paulo;Mariana Bernhardt;Norte;Python;R$ 450,00
24/11/2019;2019;nov;Alon;Alex Semeraro;Sudeste;Excel;R$ 500,00
24/11/2019;2019;nov;Diego;Patricia Medeiros;Sudeste;VBA;R$ 600,00
24/11/2019;2019;nov;Diego;Nicolas Peixoto;Norte;Power BI;R$ 300,00
24/11/2019;2019;nov;Diego;Hugo Rosa;Nordeste;Excel;R$ 500,00
24/11/2019;2019;nov;Paulo;Raísa Fontenelle;Sudeste;VBA;R$ 600,00
25/11/2019;2019;nov;Gabriel;Nina Titonelli;Nordeste;Excel;R$ 500,00
25/11/2019;2019;nov;Marcus;Amanda Fontes;Centro-Oeste;VBA;R$ 600,00
25/11/2019;2019;nov;Diego;Karoline Monteiro;Sudeste;Python;R$ 450,00
25/11/2019;2019;nov;Paulo;Taynná Bandeira;Nordeste;Excel;R$ 500,00
26/11/2019;2019;nov;João;Arnôr Ontiveros;Norte;Excel;R$ 500,00
26/11/2019;2019;nov;Alon;Rafael Thadeu;Norte;Power BI;R$ 300,00
26/11/2019;2019;nov;Alon;Davi Lopez;Sul;Power BI;R$ 300,00
26/11/2019;2019;nov;Marcus;Iasmim Rosario;Sul;Power BI;R$ 300,00
26/11/2019;2019;nov;Marcus;Hiaiune Abranches;Sudeste;Excel;R$ 500,00
27/11/2019;2019;nov;Marcus;Luís Zickwolf;Sudeste;VBA;R$ 600,00
27/11/2019;2019;nov;Marcus;Christiana Hudson;Norte;Excel;R$ 500,00
27/11/2019;2019;nov;Diego;Micaele Morais;Sudeste;Excel;R$ 500,00
27/11/2019;2019;nov;Marcus;Felipe Amaral;Centro-Oeste;Power BI;R$ 300,00
27/11/2019;2019;nov;Alon;Julliana Tostes;Centro-Oeste;Power BI;R$ 300,00
27/11/2019;2019;nov;Alon;Higor Catarino;Norte;Power BI;R$ 300,00
28/11/2019;2019;nov;Marcus;Renata Fuchs;Sudeste;VBA;R$ 600,00
28/11/2019;2019;nov;Gabriel;Julie Franciele;Sudeste;VBA;R$ 600,00
29/11/2019;2019;nov;Paulo;Jackson Dalforne;Norte;Power BI;R$ 300,00
29/11/2019;2019;nov;Alon;César Rubinstein;Norte;Python;R$ 450,00
29/11/2019;2019;nov;Gabriel;Giselia Baldanzi;Sudeste;Excel;R$ 500,00
29/11/2019;2019;nov;Marcus;Venan Jalles;Nordeste;Python;R$ 450,00
30/11/2019;2019;nov;Paulo;Emmanuel Almawi;Centro-Oeste;VBA;R$ 600,00
30/11/2019;2019;nov;João;Alex Sofia;Centro-Oeste;Python;R$ 450,00
30/11/2019;2019;nov;João;Mariana Henrique;Centro-Oeste;Python;R$ 450,00
30/11/2019;2019;nov;João;Patrícia Jean;Norte;Excel;R$ 500,00
01/12/2019;2019;dez;Alon;Jackson Franciele;Centro-Oeste;Power BI;R$ 300,00
01/12/2019;2019;dez;Paulo;Nathalia Jean;Norte;Excel;R$ 500,00
02/12/2019;2019;dez;Gabriel;Mariane Mercês;Sudeste;Excel;R$ 500,00
02/12/2019;2019;dez;João;Lucca de;Sul;VBA;R$ 600,00
02/12/2019;2019;dez;Diego;Izadora Gabrielen;Nordeste;Python;R$ 450,00
03/12/2019;2019;dez;Alon;Bernard Rubin;Norte;VBA;R$ 600,00
03/12/2019;2019;dez;Marcus;Sandro Lana;Norte;Python;R$ 450,00
03/12/2019;2019;dez;Alon;Jeferson Bandeira;Sudeste;VBA;R$ 600,00
04/12/2019;2019;dez;Gabriel;Leonardo Orind;Norte;Excel;R$ 500,00
04/12/2019;2019;dez;Alon;Gisely Mollica;Sudeste;Excel;R$ 500,00
04/12/2019;2019;dez;Diego;Michel Kohn;Norte;VBA;R$ 600,00
04/12/2019;2019;dez;Paulo;Wendela Zambrotti;Sudeste;Excel;R$ 500,00
05/12/2019;2019;dez;Gabriel;Flávia Madeira;Sudeste;Power BI;R$ 300,00
05/12/2019;2019;dez;Paulo;Álvaro Hippertt;Norte;VBA;R$ 600,00
05/12/2019;2019;dez;Gabriel;Bruno Tostes;Sudeste;Power BI;R$ 300,00
05/12/2019;2019;dez;João;Hiago Cristine;Nordeste;Excel;R$ 500,00
05/12/2019;2019;dez;Gabriel;Katharina Jobim;Sudeste;Excel;R$ 500,00
05/12/2019;2019;dez;Diego;Teresa Silotti;Sudeste;VBA;R$ 600,00
06/12/2019;2019;dez;Paulo;Nicholas Bretas;Centro-Oeste;VBA;R$ 600,00
06/12/2019;2019;dez;Alon;Layssa Kirk;Norte;VBA;R$ 600,00
06/12/2019;2019;dez;Alon;jucelia Moreira;Norte;Python;R$ 450,00
07/12/2019;2019;dez;Gabriel;Marcelly Brito;Sudeste;VBA;R$ 600,00
08/12/2019;2019;dez;Alon;Andreza Orind;Sul;VBA;R$ 600,00
08/12/2019;2019;dez;Diego;Hiago Leão;Sudeste;Excel;R$ 500,00
08/12/2019;2019;dez;Gabriel;Raiam Arantes;Centro-Oeste;Power BI;R$ 300,00
08/12/2019;2019;dez;Alon;Jeter Brasil;Norte;Excel;R$ 500,00
09/12/2019;2019;dez;Gabriel;Wagner Luisa;Sul;Power BI;R$ 300,00
09/12/2019;2019;dez;Marcus;Cassia Alvarenga;Nordeste;Excel;R$ 500,00
10/12/2019;2019;dez;Marcus;Gianluca Lauzana;Norte;Python;R$ 450,00
10/12/2019;2019;dez;Alon;Audir Franca;Centro-Oeste;Python;R$ 450,00
10/12/2019;2019;dez;Alon;Chan Jundi;Sudeste;VBA;R$ 600,00
10/12/2019;2019;dez;Diego;Raíssa Rotava;Sudeste;Excel;R$ 500,00
10/12/2019;2019;dez;Diego;Platini Freire;Sul;Power BI;R$ 300,00
10/12/2019;2019;dez;Paulo;Julia Madruga;Centro-Oeste;VBA;R$ 600,00
10/12/2019;2019;dez;Gabriel;Jose Rozenbaum;Sul;Python;R$ 450,00
10/12/2019;2019;dez;Alon;Vinicius Soibelman;Norte;Excel;R$ 500,00
11/12/2019;2019;dez;João;Haroldo de;Centro-Oeste;Excel;R$ 500,00
11/12/2019;2019;dez;Paulo;Julyana Farah;Centro-Oeste;Python;R$ 450,00
11/12/2019;2019;dez;João;Thayli Yang;Norte;Python;R$ 450,00
11/12/2019;2019;dez;Alon;Júlia Trevisan;Centro-Oeste;Power BI;R$ 300,00
11/12/2019;2019;dez;Alon;Joyce Roberto;Centro-Oeste;Power BI;R$ 300,00
12/12/2019;2019;dez;Paulo;Hiaiune Moss;Sudeste;VBA;R$ 600,00
13/12/2019;2019;dez;Marcus;Samir Rosales;Norte;VBA;R$ 600,00
13/12/2019;2019;dez;João;Gizele Renato;Sul;Power BI;R$ 300,00
14/12/2019;2019;dez;Gabriel;Vitoria Caffaro;Norte;Python;R$ 450,00
14/12/2019;2019;dez;Marcus;Thainá Espinosa;Sul;Power BI;R$ 300,00
15/12/2019;2019;dez;Alon;Camilla Eid;Sul;Power BI;R$ 300,00
15/12/2019;2019;dez;Paulo;Adrielle Abranches;Nordeste;Excel;R$ 500,00
15/12/2019;2019;dez;Diego;Luís Lima;Sul;Power BI;R$ 300,00
15/12/2019;2019;dez;Gabriel;Isabela Linhares;Norte;Power BI;R$ 300,00
15/12/2019;2019;dez;Gabriel;Gizele Colacino;Norte;VBA;R$ 600,00
16/12/2019;2019;dez;Alon;Jessika Volpi;Sul;Python;R$ 450,00
16/12/2019;2019;dez;João;Rebecca Sarria;Norte;Power BI;R$ 300,00
17/12/2019;2019;dez;Diego;Stella Martins;Sul;PowerPoint;R$ 450,00
18/12/2019;2019;dez;Diego;Raiam Riany;Norte;Power BI;R$ 300,00
18/12/2019;2019;dez;Gabriel;Carlos Bitencourt;Centro-Oeste;Excel;R$ 500,00
18/12/2019;2019;dez;Marcus;Raíssa Maia;Norte;VBA;R$ 600,00
18/12/2019;2019;dez;Gabriel;Manuela de;Sul;Power BI;R$ 300,00
19/12/2019;2019;dez;Diego;Micaele Ramos;Norte;Excel;R$ 500,00
19/12/2019;2019;dez;Alon;Helga Hermsdorff;Centro-Oeste;Python;R$ 450,00
19/12/2019;2019;dez;Diego;Iasmim Vinicius;Sul;Power BI;R$ 300,00
20/12/2019;2019;dez;João;Mariane Fioretti;Sudeste;Power BI;R$ 300,00
20/12/2019;2019;dez;Paulo;Henrique Jordania;Norte;Python;R$ 450,00
20/12/2019;2019;dez;João;Andressa Scandiuzzi;Sudeste;VBA;R$ 600,00
21/12/2019;2019;dez;Diego;jucelia Teles;Sul;Excel;R$ 500,00
21/12/2019;2019;dez;Diego;Patrick Rabelo;Sudeste;Excel;R$ 500,00
21/12/2019;2019;dez;João;Stephanie Cruz;Nordeste;VBA;R$ 600,00
22/12/2019;2019;dez;Diego;Carlos Rey;Sul;Python;R$ 450,00
22/12/2019;2019;dez;Paulo;Ylana Caffaro;Norte;Excel;R$ 500,00
